a_rad,b_rad,CoM_x,CoM_y,CoM_z
0.7959183673469385,-0.34693877551020413,0.0004465665140447319,-0.00021251285908147633,0.012275029299187555
0.7959183673469385,-0.30612244897959184,0.0004465665140447319,-0.00018835226897163788,0.012283211356123267
0.7959183673469385,-0.26530612244897966,0.0004465665140447319,-0.00016387793272055519,0.012290400725721766
0.7959183673469385,-0.22448979591836737,0.0004465665140447319,-0.00013913061823933557,0.01229658543235365
0.7959183673469385,-0.1836734693877552,0.0004465665140447319,-0.00011415154815018071,0.012301755173898057
0.7959183673469385,-0.1428571428571429,0.0004465665140447319,-8.898233112016483e-05,0.012305901338903314
0.7959183673469385,-0.10204081632653073,0.0004465665140447319,-6.366489255196268e-05,0.012309017020931406
0.7959183673469385,-0.061224489795918435,0.0004465665140447319,-3.824140474697684e-05,0.0123110970300623
0.7959183673469385,-0.020408163265306145,0.0004465665140447319,-1.275421665719682e-05,0.012312137901539018
0.7959183673469385,0.020408163265306145,0.0004465665140447319,1.275421665719682e-05,0.012312137901539018
0.7959183673469385,0.06122448979591821,0.0004465665140447319,3.824140474697669e-05,0.0123110970300623
0.7959183673469385,0.1020408163265305,0.0004465665140447319,6.366489255196255e-05,0.012309017020931406
0.7959183673469385,0.1428571428571428,0.0004465665140447319,8.898233112016476e-05,0.012305901338903314
0.7959183673469385,0.18367346938775508,0.0004465665140447319,0.00011415154815018064,0.012301755173898057
0.7959183673469385,0.22448979591836715,0.0004465665140447319,0.00013913061823933544,0.01229658543235365
0.7959183673469385,0.26530612244897944,0.0004465665140447319,0.00016387793272055505,0.012290400725721766
0.7959183673469385,0.30612244897959173,0.0004465665140447319,0.0001883522689716378,0.012283211356123267
0.7959183673469385,0.346938775510204,0.0004465665140447319,0.00021251285908147627,0.012275029299187555
0.7959183673469385,0.3877551020408163,0.0004465665140447319,0.00023631945775884824,0.012265868184104259
0.7959183673469385,0.4285714285714284,0.0004465665140447319,0.0002597324093706574,0.012255743270920534
0.7959183673469385,0.46938775510204067,0.0004465665140447319,0.0002827127139979572,0.01224467142512178
0.7959183673469385,0.510204081632653,0.0004465665140447319,0.00030522209239972314,0.012232671089538098
0.7959183673469385,0.5510204081632653,0.0004465665140447319,0.0003272230497761639,0.012219762253623312
0.7959183673469385,0.5918367346938773,0.0004465665140447319,0.0003486789382253547,0.012205966420157706
0.7959183673469385,0.6326530612244896,0.0004465665140447319,0.0003695540177891596,0.012191306569429964
0.7959183673469385,0.6734693877551019,0.0004465665140447319,0.00038981351598675287,0.01217580712095795
0.7959183673469385,0.7142857142857142,0.0004465665140447319,0.00040942368573657415,0.012159493892812116
0.7959183673469385,0.7551020408163265,0.0004465665140447319,0.00042835186157023404,0.012142394058609268
0.7959183673469385,0.7959183673469385,0.0004465665140447319,0.0004465665140447319,0.012124536102248357
0.7959183673469385,0.8367346938775508,0.0004465665140447319,0.0004640373022623489,0.012105949770463682
0.7959183673469385,0.8775510204081631,0.0004465665140447319,0.0004807351244107326,0.012086666023274512
0.7959183673469385,0.9183673469387754,0.0004465665140447319,0.0004966321662389858,0.012066716982413718
0.7959183673469385,0.9591836734693877,0.0004465665140447319,0.000511701947389011,0.012046135877821272
0.7959183673469385,1.0,0.0004465665140447319,0.0005259193655049354,0.012024956992291766
0.8367346938775508,-1.0,0.0004640373022623489,-0.0005259193655049354,0.01200637066050709
0.8367346938775508,-0.9591836734693877,0.0004640373022623489,-0.000511701947389011,0.012027549546036596
0.8367346938775508,-0.9183673469387755,0.0004640373022623489,-0.0004966321662389858,0.012048130650629043
0.8367346938775508,-0.8775510204081632,0.0004640373022623489,-0.0004807351244107327,0.012068079691489837
0.8367346938775508,-0.8367346938775511,0.0004640373022623489,-0.000464037302262349,0.012087363438679007
0.8367346938775508,-0.7959183673469388,0.0004640373022623489,-0.00044656651404473193,0.012105949770463682
0.8367346938775508,-0.7551020408163265,0.0004640373022623489,-0.00042835186157023404,0.012123807726824592
0.8367346938775508,-0.7142857142857143,0.0004640373022623489,-0.0004094236857365742,0.012140907561027441
0.8367346938775508,-0.6734693877551021,0.0004640373022623489,-0.000389813515986753,0.012157220789173275
0.8367346938775508,-0.6326530612244898,0.0004640373022623489,-0.00036955401778915976,0.012172720237645289
0.8367346938775508,-0.5918367346938775,0.0004640373022623489,-0.0003486789382253548,0.01218738008837303
0.8367346938775508,-0.5510204081632654,0.0004640373022623489,-0.00032722304977616395,0.012201175921838635
0.8367346938775508,-0.5102040816326531,0.0004640373022623489,-0.0003052220923997232,0.012214084757753423
0.8367346938775508,-0.4693877551020409,0.0004640373022623489,-0.0002827127139979573,0.012226085093337105
0.8367346938775508,-0.4285714285714286,0.0004640373022623489,-0.00025973240937065753,0.012237156939135858
0.8367346938775508,-0.3877551020408164,0.0004640373022623489,-0.00023631945775884835,0.012247281852319583
0.8367346938775508,-0.34693877551020413,0.0004640373022623489,-0.00021251285908147633,0.01225644296740288
0.8367346938775508,-0.30612244897959184,0.0004640373022623489,-0.00018835226897163788,0.012264625024338591
0.8367346938775508,-0.26530612244897966,0.0004640373022623489,-0.00016387793272055519,0.01227181439393709
0.8367346938775508,-0.22448979591836737,0.0004640373022623489,-0.00013913061823933557,0.012277999100568975
0.8367346938775508,-0.1836734693877552,0.0004640373022623489,-0.00011415154815018071,0.012283168842113381
0.8367346938775508,-0.1428571428571429,0.0004640373022623489,-8.898233112016483e-05,0.012287315007118639
0.8367346938775508,-0.10204081632653073,0.0004640373022623489,-6.366489255196268e-05,0.01229043068914673
0.8367346938775508,-0.061224489795918435,0.0004640373022623489,-3.824140474697684e-05,0.012292510698277625
0.8367346938775508,-0.020408163265306145,0.0004640373022623489,-1.275421665719682e-05,0.012293551569754342
0.8367346938775508,0.020408163265306145,0.0004640373022623489,1.275421665719682e-05,0.012293551569754342
0.8367346938775508,0.06122448979591821,0.0004640373022623489,3.824140474697669e-05,0.012292510698277625
0.8367346938775508,0.1020408163265305,0.0004640373022623489,6.366489255196255e-05,0.01229043068914673
0.8367346938775508,0.1428571428571428,0.0004640373022623489,8.898233112016476e-05,0.012287315007118639
0.8367346938775508,0.18367346938775508,0.0004640373022623489,0.00011415154815018064,0.012283168842113381
0.8367346938775508,0.22448979591836715,0.0004640373022623489,0.00013913061823933544,0.012277999100568975
0.8367346938775508,0.26530612244897944,0.0004640373022623489,0.00016387793272055505,0.01227181439393709
0.8367346938775508,0.30612244897959173,0.0004640373022623489,0.0001883522689716378,0.012264625024338591
0.8367346938775508,0.346938775510204,0.0004640373022623489,0.00021251285908147627,0.01225644296740288
0.8367346938775508,0.3877551020408163,0.0004640373022623489,0.00023631945775884824,0.012247281852319583
0.8367346938775508,0.4285714285714284,0.0004640373022623489,0.0002597324093706574,0.012237156939135858
0.8367346938775508,0.46938775510204067,0.0004640373022623489,0.0002827127139979572,0.012226085093337105
0.8367346938775508,0.510204081632653,0.0004640373022623489,0.00030522209239972314,0.012214084757753423
0.8367346938775508,0.5510204081632653,0.0004640373022623489,0.0003272230497761639,0.012201175921838637
0.8367346938775508,0.5918367346938773,0.0004640373022623489,0.0003486789382253547,0.01218738008837303
0.8367346938775508,0.6326530612244896,0.0004640373022623489,0.0003695540177891596,0.012172720237645289
0.8367346938775508,0.6734693877551019,0.0004640373022623489,0.00038981351598675287,0.012157220789173275
0.8367346938775508,0.7142857142857142,0.0004640373022623489,0.00040942368573657415,0.012140907561027441
0.8367346938775508,0.7551020408163265,0.0004640373022623489,0.00042835186157023404,0.012123807726824592
0.8367346938775508,0.7959183673469385,0.0004640373022623489,0.0004465665140447319,0.012105949770463682
0.8367346938775508,0.8367346938775508,0.0004640373022623489,0.0004640373022623489,0.012087363438679007
0.8367346938775508,0.8775510204081631,0.0004640373022623489,0.0004807351244107326,0.012068079691489837
0.8367346938775508,0.9183673469387754,0.0004640373022623489,0.0004966321662389858,0.012048130650629043
0.8367346938775508,0.9591836734693877,0.0004640373022623489,0.000511701947389011,0.012027549546036596
0.8367346938775508,1.0,0.0004640373022623489,0.0005259193655049354,0.01200637066050709
0.8775510204081631,-1.0,0.0004807351244107326,-0.0005259193655049354,0.011987086913317922
0.8775510204081631,-0.9591836734693877,0.0004807351244107326,-0.000511701947389011,0.012008265798847426
0.8775510204081631,-0.9183673469387755,0.0004807351244107326,-0.0004966321662389858,0.012028846903439874
0.8775510204081631,-0.8775510204081632,0.0004807351244107326,-0.0004807351244107327,0.012048795944300668
0.8775510204081631,-0.8367346938775511,0.0004807351244107326,-0.000464037302262349,0.012068079691489837
0.8775510204081631,-0.7959183673469388,0.0004807351244107326,-0.00044656651404473193,0.012086666023274512
0.8775510204081631,-0.7551020408163265,0.0004807351244107326,-0.00042835186157023404,0.012104523979635424
0.8775510204081631,-0.7142857142857143,0.0004807351244107326,-0.0004094236857365742,0.01212162381383827
0.8775510204081631,-0.6734693877551021,0.0004807351244107326,-0.000389813515986753,0.012137937041984105
0.8775510204081631,-0.6326530612244898,0.0004807351244107326,-0.00036955401778915976,0.012153436490456119
0.8775510204081631,-0.5918367346938775,0.0004807351244107326,-0.0003486789382253548,0.01216809634118386
0.8775510204081631,-0.5510204081632654,0.0004807351244107326,-0.00032722304977616395,0.012181892174649465
0.8775510204081631,-0.5102040816326531,0.0004807351244107326,-0.0003052220923997232,0.012194801010564253
0.8775510204081631,-0.4693877551020409,0.0004807351244107326,-0.0002827127139979573,0.012206801346147936
0.8775510204081631,-0.4285714285714286,0.0004807351244107326,-0.00025973240937065753,0.012217873191946688
0.8775510204081631,-0.3877551020408164,0.0004807351244107326,-0.00023631945775884835,0.012227998105130415
0.8775510204081631,-0.34693877551020413,0.0004807351244107326,-0.00021251285908147633,0.012237159220213711
0.8775510204081631,-0.30612244897959184,0.0004807351244107326,-0.00018835226897163788,0.012245341277149423
0.8775510204081631,-0.26530612244897966,0.0004807351244107326,-0.00016387793272055519,0.01225253064674792
0.8775510204081631,-0.22448979591836737,0.0004807351244107326,-0.00013913061823933557,0.012258715353379806
0.8775510204081631,-0.1836734693877552,0.0004807351244107326,-0.00011415154815018071,0.012263885094924211
0.8775510204081631,-0.1428571428571429,0.0004807351244107326,-8.898233112016483e-05,0.012268031259929469
0.8775510204081631,-0.10204081632653073,0.0004807351244107326,-6.366489255196268e-05,0.012271146941957562
0.8775510204081631,-0.061224489795918435,0.0004807351244107326,-3.824140474697684e-05,0.012273226951088454
0.8775510204081631,-0.020408163265306145,0.0004807351244107326,-1.275421665719682e-05,0.012274267822565172
0.8775510204081631,0.020408163265306145,0.0004807351244107326,1.275421665719682e-05,0.012274267822565172
0.8775510204081631,0.06122448979591821,0.0004807351244107326,3.824140474697669e-05,0.012273226951088454
0.8775510204081631,0.1020408163265305,0.0004807351244107326,6.366489255196255e-05,0.012271146941957562
0.8775510204081631,0.1428571428571428,0.0004807351244107326,8.898233112016476e-05,0.012268031259929469
0.8775510204081631,0.18367346938775508,0.0004807351244107326,0.00011415154815018064,0.012263885094924211
0.8775510204081631,0.22448979591836715,0.0004807351244107326,0.00013913061823933544,0.012258715353379806
0.8775510204081631,0.26530612244897944,0.0004807351244107326,0.00016387793272055505,0.01225253064674792
0.8775510204081631,0.30612244897959173,0.0004807351244107326,0.0001883522689716378,0.012245341277149423
0.8775510204081631,0.346938775510204,0.0004807351244107326,0.00021251285908147627,0.012237159220213711
0.8775510204081631,0.3877551020408163,0.0004807351244107326,0.00023631945775884824,0.012227998105130415
0.8775510204081631,0.4285714285714284,0.0004807351244107326,0.0002597324093706574,0.012217873191946688
0.8775510204081631,0.46938775510204067,0.0004807351244107326,0.0002827127139979572,0.012206801346147936
0.8775510204081631,0.510204081632653,0.0004807351244107326,0.00030522209239972314,0.012194801010564253
0.8775510204081631,0.5510204081632653,0.0004807351244107326,0.0003272230497761639,0.012181892174649466
0.8775510204081631,0.5918367346938773,0.0004807351244107326,0.0003486789382253547,0.01216809634118386
0.8775510204081631,0.6326530612244896,0.0004807351244107326,0.0003695540177891596,0.012153436490456119
0.8775510204081631,0.6734693877551019,0.0004807351244107326,0.00038981351598675287,0.012137937041984105
0.8775510204081631,0.7142857142857142,0.0004807351244107326,0.00040942368573657415,0.01212162381383827
0.8775510204081631,0.7551020408163265,0.0004807351244107326,0.00042835186157023404,0.012104523979635424
0.8775510204081631,0.7959183673469385,0.0004807351244107326,0.0004465665140447319,0.012086666023274512
0.8775510204081631,0.8367346938775508,0.0004807351244107326,0.0004640373022623489,0.012068079691489837
0.8775510204081631,0.8775510204081631,0.0004807351244107326,0.0004807351244107326,0.012048795944300668
0.8775510204081631,0.9183673469387754,0.0004807351244107326,0.0004966321662389858,0.012028846903439874
0.8775510204081631,0.9591836734693877,0.0004807351244107326,0.000511701947389011,0.012008265798847426
0.8775510204081631,1.0,0.0004807351244107326,0.0005259193655049354,0.011987086913317922
0.9183673469387754,-1.0,0.0004966321662389858,-0.0005259193655049354,0.011967137872457128
0.9183673469387754,-0.9591836734693877,0.0004966321662389858,-0.000511701947389011,0.011988316757986632
0.9183673469387754,-0.9183673469387755,0.0004966321662389858,-0.0004966321662389858,0.01200889786257908
0.9183673469387754,-0.8775510204081632,0.0004966321662389858,-0.0004807351244107327,0.012028846903439874
0.9183673469387754,-0.8367346938775511,0.0004966321662389858,-0.000464037302262349,0.012048130650629043
0.9183673469387754,-0.7959183673469388,0.0004966321662389858,-0.00044656651404473193,0.012066716982413718
0.9183673469387754,-0.7551020408163265,0.0004966321662389858,-0.00042835186157023404,0.01208457493877463
